label,text
fear,"when i was in the army , a room mate of mine came back from furlough and threatened another fellow with a knife"
fear,fear of doing well on a midterm
fear,"when i went home alone early in the morning , i had to go through a wood"
fear,"in a dam lake , when the water was let flow to water the plants and i and two other boys were near the water pit we rescued ourselves only thanks to the flippers and the tyre that was with us"
fear,first time in anatomy
fear,looking for the toilet in a dark place
fear,thinking about death when walking alone at night
fear,i had a cousin whom i loved so much unfortunately she passed away suddenly and one time i had a dream in which i was talking to her yet she is dead
fear,before an oral examination which i did not take eventually
fear,when i saw russian roulette on tv \( obviously the movie deer hunter \)
fear,no really strong such emotion just falling off to sleep when i caught sight of a 5 cm diameter spider crawling onto the pillow beside me
fear,when i was walking around all alone at night
fear,"before i went to the urologist 's i was afraid for several reasons: because it was for the first time , because the medical check up might be painful , because of the uncertainty and because someone had informed me about it"
fear,we were driving at night and i realized that a car was following us
fear,i was at home alone and my mother had asked me to heat the house i put too much fuel into the stove it began to glow and there was a noise in the whole house as if it was going to explode
fear,fear paralysing that i would not be accepted by the god who i believed to be there because i was morally bankrupt \( before becoming a christian and realising that that was why christ came to free us from sin and to forgive us \)
fear,"when i left a carnaval ball at 4 o'clock a m i was alone in a foreign city and i had to go back home , when a guy appeared and tried to catch me"
fear,when i nearly caused a traffic accident with my car
fear,"when i woke up in the middle of the night because of a dream , it was n't a nightmare , it was an uninteligible dream in wich i woke because of a certain end"
fear,"when i lost a wallet while travelling , since it belonged to the group i was very afraid"
fear,when i sit for examinations
fear,"i had decided to propose to the man i liked to make a trip together one day , during breakfast i told him my idea i was afraid of his not accepting it and that the idea would end up as a failure"
fear,"on embarking on university life i came from a different city and did not know anybody at the uni i was frightened because my well known and loved friends , also all my security had been taken away"
fear,when i had to walk along a dark road alone
fear,"i was walking down a little village at night there was nobody in the steet a dog began to bark , i felt that it was following me then i began to run , the other dogs started barking too at last i arrived home"
fear,"when my relationship with my family is very poor i often fear being excluded from the group , a fear which is stronger in situations when an argument is on hand"
fear,before an exam in logics
fear,fighting with class mates in highschool
fear,"at night , i walk home past a forest once , somebody got stabbed in the forest i imagine someone attacking me and i hurry up"
fear,on the way home one friday night in the heavy rain the car acquaplanned i lost contact with the road surface for a few seconds
fear,"i wandered by mistake into the safety zone of a shooting range , and was shot at"
fear,this issue worried me rather than saddening me in mid september i went to guanggho alone i was looking for an accomodation in the evening and after having walked 2 or 3 miles i still could not find anything what could i do \? i was not worried about sleeping on the streets but because of some procedural problems i finally found a place to sleep at 8 o'clock
fear,once i spent a night with a friend at the secondary school we told each other horror stories and suddenly we heard uncanny noises i was terribly frightened
fear,"thinking of the unknown , what happens at the moment of death , etc"
fear,"as a child , when i was at home alone , i felt in an indefinate manner afraid of the death of my father and mother"
fear,on a holiday in france i made a walk in the woods all alone and very relaxed then a motorbike took me over and i saw the man watching all the time suddenly the man stood behing me and i ran away fast
fear,when i was going to bring back my girlfriend to la to meet my parents
fear,before i had a tooth pulled out i was very upset and ill
fear,when a man rang the doorbell and wanted to enter the house with violence i was alone at home that moment
fear,when i saw a tv program on the north american military plan called the startwar
fear,small car accident black ice on the road cars in front of us started zig zagging and so did we car in front did a 180 turn we followed and ended up in a gully
fear,when my neighbour 's house was broken into and shots could be heard
fear,at noon one sunday i received a phone call telling me that my mother had been knocked down by a car at the street crossing and that her husband should go and see her i could not believe this as my father and my mother had gone out together to buy lunch boxes however i immediately ran to the scene of the accident
fear,i feared that i would not be able to hand in the book report on time as i had started working very late the book was difficult to read and my teacher did not accept my work as it was handed in late
fear,when they threatened me with a knife to take my money
fear,after i had managed to fail my first year at university i was scared as to what i was going to do with my future i did n't want a mundane 9 5 job and yet i did n't know if i could pay my way through an unsubsidized year at university to settle down and continue my studies
fear,"when i impregnated a certain girl , i thought that i would be forced to marry her or go to court"
fear,as a result of breaking the indicator light as mentioned for guilt
fear,i was on my surf ski rather large waves to strong current separated me from my ski and we both began to drift slowly \( actually rather quickly \) away to sea the direction i was drifting in was taking me straight over a reef on which rather large sharks were constantly being caught \( i was alone with no one to help me \)
fear,when my mother was angry with me over my friends and boyfriend
fear,the possibility of having failed the examination
fear,the last time i felt it was when i was coming home late at night
fear,first time in anatomy
fear,as a child stepping on a rusty nail being told that i might get tetanus
fear,not included on questionnaire
fear,"the same fact about the girl \( 22 years , married guilt disgust \) , the fear was the main factor in our relationship"
fear,my father had been involved in a car accident two years ago i was then very scared thinking that he would die as he lay unconscious in hospital for two weeks
fear,when diving deep into the sea to reach the floor i felt breathless i was cautious but i doubted i should be able to come to the surface and inhale
fear,"i was in sierra nevada , climbing a peak over 3 , 000 metres high , without any light and with many other problems i was afraid for my life"
fear,when my husband and i spent a night by ourselves in a house which was in an area on the outskirts of a large town with which we were not familiar we heard strange noises outside the house and the house had glass walls so the whole thing was even more frightening
fear,"one night i had a feeling that somebody was stealing my car , but i was too frightened to go and see"
fear,the day my parents were involved in a car accident and had to be operated and before the operation the doctor said that it was mater of life or death
fear,"one evening , when i had gone fishing with my friends , we heard the roar of a lion near by and had to run for our lives"
fear,the exam was drawing near and i wanted to prepare for it but i had a lot of other things to do so i did not have much time to prepare for the exams whenever i sat down to study i was scared that i would not be able to finish it
fear,some friends and i were crossing a street when one of my friends was seized by a car and thrown aside i had seen the car coming in our direction but i did not have enough time to react and prevent the accident
fear,"once our school class went skiing on a steep slope a boy standing behind me lost his balance , fell down and drew me with him i slided down the whole slope at about 1 m distance from a tree i could stop"
fear,when i was told that the form five results were out
fear,"skiing down a very icy slope , very fast in white out conditions out of control with no idea of what i was doing or where i was heading"
fear,a car came very close to hitting me whilst i was crossing the street
fear,"riding through a bush fire on an island of australia on a pushbike as a little boy all alone , lost and surrounded by smouldering wood and flame"
fear,i experienced fear when i was not prepared for the final year degree exams
fear,"one day during our clinical practices , we had a very ill patient unfortunately the patient passed away i had seen him dying and it was the first experience during the night i became afraid fearing the dead body"
fear,"when i got the midterm exam results , the results were below average and were near the lowest i was scared of the final exam"
fear,when i was reprimanded by the manager of the hotel where i worked during autumn 1984
fear,in the dark an unreal figure formed by a shadow
fear,going to take my driving test
fear,my uncle was taken to the utc for an operation as he had cancer there had been a lot of deaths of late 3 out of every 4 operated i was scared for my uncle 's life
fear,"after my car accident , when i woke up in a heap of stones"
fear,when i am walking on the streets and see a gang of thugs
fear,"i was watching a procession during the holy week , and a penitent approached me"
fear,"that day i was alone at home after coming home from school i did not know where everyone else had gone , i kept waiting for them to come back and nobody came it was getting very late and i was terrified"
fear,"when a car ran into me the moment that i felt on the street i thought this is my end , i am going to die"
fear,it was some years ago when one evening some people came home and told us my father was badly injured in an accident
fear,"when i was involved in a car accident last november , after the first fall of snow i lost control of the car and it spun round and landed on the opposite side of the road , on the hard shoulder it was stopped by a pole on top of a bank sloping down to a stream"
fear,this last august when my parents dropped me off and moved me into college i did n't know anybody here i was 17 and berkeley really scared me
fear,"when i had gone for a boxing tournament which ended at 2 o'clock in the morning i was alone on my way back , and i could hear the barking of the dogs , the nocturnal animals and the sound of my own footsteps there had been a rumour circulating that there were ghosts in that area"
fear,held under water by a large wave and thought i was drowning
fear,when i flew from athens to copenhagen after a holiday the plane was caught in a storm and it began to shake and i thouhght that we were going to crash
fear,before going to the dentist
fear,while paddling in the river during a storm i feared drowning
fear,i was on this amusement park ride at marriots great america it went way up in the air and then around and around heights are not my favorite spots in life
fear,the hero was chased by a terrible vampire in a suspense and horror film shown on t v
fear,when i slipped on a glazed frost road and a car almost ran into me
fear,"before an exam which i , finally did not take"
fear,as i was in a ward one man died and i was instructed to watch the last offices but this was my first time to see a dead person fear came
fear,when my son has a pain in his leg \( for no apparent reason \)
fear,my car skidded on the wet street
fear,my friend and i planned to search for old documents and utensils in the cellar it was very late at night when we arrived in the cellar he indicated the place where the police \( 40 years ago \) found two dead bodies i got very scared when he told me this story
fear,listening to horrot stories at night
fear,i felt the above condition when i took my brother 's bicycle to a market and unfortunately the bicycle was stolen and i did n't know how i could tell the owner about the stolen bicycle
fear,i was with my boyfriend forgetting that i had left the house unlocked unfortunatly a thief came and stole all the kitchen utensils thereafter i was afraid of the consequences
fear,"when i was young i saw a horror film then when i went to sleep , the film came back too my mind and the characters frighteneed my imagination"
fear,i found myself involved in a fight in which a person died and i had to intervene with some risk
fear,i was scared in the dark when i was a little boy
fear,it was more that fear anguish that i felt before my last exam
fear,"years ago , on my way to school by the forest path i came across an exhibitionist"
fear,it was last week on saturday night when i was at mchesi i feared to cross the lilongwe river bridge to come back to school due to darkness until somebody had to escort me
fear,when i saw a dead body in the mortuary i became afraid and i was filled with fear
fear,"one dark night with no street lights , a car was obviously following me"
fear,"i went to the prayer meeting at night and unfortunately the car broke down , so my other sister said i had to walk alone from ndirande to chirimba at around midnight so we reached home at 1 am i was afraid of robbers and dardness"
fear,when i was confronted by a policeman one night around 11 o'clock i was afraid when they threatened to take me and my girl to the gallows
fear,"when i was cycling to school , i nearly got knocked down by a car which \( overtook me too closely \) did not give me any swerving space"
fear,saw a classmate knocked down by a motorcycle
fear,"together with a little brother i biked on a lonely road in the polder then we were annoyed by a boy on a motorbike: he took over , stopped , took over , etc then we saw he had something in his hand , we turned until we came across a man , who accompanied us"
fear,"car accident travelling as a passenger along narrow bitumen road at night trying to overtake semi trailer the truck pulled over onto our side and we hit the wet dirt , swerved back into the truck , back onto the verge , over a guide post and into a ditch"
fear,falling off a cliff in the mountains
fear,"while skiing in squaw valley , i was riding up a chair lift and right when the chair was above a sheer cliff of rocks , the chair lift stopped and all the chairs sagged and everything seemed to creak loudly"
fear,finding out in your lecture that a doctor can make misdiagnoses because of ignorance in neuropsychology
fear,when i came home late one day i was afraid i would be shouted at by my parents
fear,waiting for a taxi when within 1 2 an hour two separate people challenged me to fight for no apparent reason except they were drunk
fear,"i was sleeping when i heard the neighbours screaming , i peeped through the window and saw a thief trying to enter my neighbour 's house"
fear,"when i was caught by the police and was kept with a group of delinquents , which added to my fear of being shut up i was afraid of the people near me and the future consequences"
fear,"i had to go to the dentist 's when he touched my tooth with his drill , i was terribly aftaid of the pain i would feel any moment"
fear,when climbing up the stairs to the top of a ski jumping hill
fear,"when i stepped on a snake at home , it was dark but there was moonlight"
fear,few years ago my father was very ill he stayed at a hospital for a long time then i experienced that terrible feeling that i might lose him
fear,"while cycling in the country , i came across a large herd of cows"
fear,many years ago i saw the film psycho by hitchcock for the first time when i saw the film i was alone and afterwards i hardly dared to go to bed and hardly was able to sleep
fear,i was afraid to walk through the forest one day when i dropped off the bus around 6 30 pm
fear,suddenly met someone in the biology building at night
fear,when i dreamt that my family was in trouble and was facing many difficulties
fear,"walking around the university at night by myself , having been previously warned of rapes , etc"
fear,when i was caught in an elevator and it got stuck between floors
fear,"i stayed alone in the dark at night in the mountain , waiting for my uncle i remember that i took a big stone and it calmed me"
fear,"when i was a child , i had a terrible nightmare with st nicholas' devil servant i asked my mother if he really existed and she said yes the following nights i could not sleep and a light had to be left turned on"
fear,"when i was 8 years old my tonsils had to be operated on this is not a complicated operation , but just before it started i was very afraid so that i will never forget it"
fear,i was walking alone along the place where people fear that there are always thieves there and the people who kill their friends during the night two months ago
fear,at night when i was coming from lingadzi inn i heard a hyena crying in the lingadzi jungle i was alone
fear,"when i came back from work one day , the friends of my son told me that he had not come back from school and that he was lost"
fear,i felt afraid when i smoked maryhuana for the first time in my life with a lot of friends in the middle of the street at day brake
fear,"after a footballmatch i went home by car , a friend drove i did not realize that he was drunk until we were in the car he was madly racing several times we were in dangerous situations and i told him to be cautious , but he did not care"
fear,before my final examination
fear,i was crossing the street together with some colleagues of mine when i suddenly found myself almost under the wheels of a truck
fear,when my mother was seriously ill and had to be admitted to the hospital
fear,"my father was very angry with me , and i locked me up in the shower then my father knocked his fist through the door , i was scared to death"
fear,"i woke up in the middle of the night of a nightmare , i was alone , it was very quiet and very dark"
fear,"a fall during a climb , with almost with no previous experience"
fear,"my grandmother was about to die , and it had the effect that at night , after having read a book , and once in bed , in perfect darkness , the fear arose that i too may suddenly die"
fear,stopped at lights in mangere late one friday night on way home from work alone in car when someone came up behind the car and started banging and shaking it light was red and had nowhere to go until light changed when green i took off
fear,"recently my younger brother disappeared for two days without leaving a trace usually he tells me when he wants to do something like that , therefore i was afraid that something had happened to him"
fear,introducing myself at a first tutorial this year at university
fear,after having slept for a short time i woke up i had the feeling of someone standing beside me and was very frightened i had to turn on the light turn on the light for several minutes before i was able to get to sleep again
fear,i was afraid of moving away from home and moving to helsinki for my studies
fear,i am scared when i stroll alone on the chung chi college campus
fear,"i and my cousin went to a filmshow at night we went without making it known to my mother while we were there at interval , i came across my mother just close to where we sat"
fear,we were driving on a very dusty road at night and the driver tried to overtake a very big truck only to find another big truck parked right in front
fear,mugged while on holiday in the u s a
fear,"on my second plane trip , we ran into unexpected turbulence"
fear,"afraid of getting alone without friends , without anybody"
fear,"in 1977 when my friend was caught by a crocodile we were swimming in a river on whose banks our primary school was situated when my friend was caught , he was on the banks of the river and some of us were still in the middle of the river i was very frightened"
fear,when i was coming back home alone at night
fear,i had been watching a triller a dark night in the country and i had to go the outside toilet on my own
fear,can think of no time that i have felt fear
fear,after mischieviously ringing on the chemist 's trade entrance doorbell and getting caught by him
fear,when a thief broke into my house at night
fear,i was riding with a friend in his car at a speed of 120 km h on the snow covered motorway i would have liked to get out
fear,i felt fear some months ago of losing the person whom i loved when she said to me that she did n't love me
fear,once i had to go home on foot at 5 a m i had to pass through a forest and i was going alone
fear,going to a disco by myself to wait for some friends we had separated and had n't planned where to meet i was n't sure if they were even going to this place so i felt very conscious of being alone
fear,when i nearly drowned in icy water wearing ice skates it was difficult to get out
fear,i helped someone to do something and was found out
fear,when one meets new people with whom one is forced to collaborate with
fear,my roommate refused to walk with me to the english lectures i have to walk alone in the dark lectures are in the biology building
fear,"when i was 20 years old , i fell severely ill and was bed ridden for 6 months i felt very scared for my health and my studies"
fear,"having quarreled with a boyfriend , he threatened to leave me"
fear,when i go out alone at night
fear,when a big angry dog put its snout on my arm and had i made one movement it would have bitten me
fear,i was scared when i realized that i might miss the train which i was supposed to take i was 1500 kilometres away from home and when i heard the depart whistle i was still 150 feet away from the train i finally made it
fear,"while he was drunk , my life partner tried to hit me i felt scared and fled to the bathroom"
fear,i was in a garden one evening and i saw a snake coming towards me
fear,fear of thief
fear,practicing wind surf my body was caught under the sail on trying to get out my leg was caught in the lashing i was afraid of dying by asphixia
fear,getting back my psych 140 midterm
fear,whenever i think of enrolling in organic chemistry
fear,one time i was injured when i was playing football at school in blantyre i was brought to the hospital while my leg was totally swollen the x rays confirmed there was no fracture but collection of blood n the muscles i feared when they started to incise the swollen part with surgical blade
fear,i felt fear when i was young and left in my big house all alone
fear,"my sister had to undergo a very complicated operation , her eyesight was at stake"
fear,i needed a recommendation for something i decided that the best person to get one from was a professor who i had never talked to before i felt a lot of fear going up after class to ask him to recommend me considering he had never heard my name before but i did
fear,when a thief entered the house in which i was sleeping
fear,travelling by coach on a rather narrow and wet road
fear,once i was alone at home i suddenly felt unwell and there was no one to help me and call first aid
fear,the time i was threatened with expulsion from secondary school \( form four \)
fear,"when i was 8 years old , i would usually come home from school with my mother in a car for the first time i had to take the school bus , and i mistook the bus stop and found myself two kilometres away from where i lived i was very scared , wondering how i would get back home"
fear,when i saw the movie poltergist
fear,i was playing with friends then i decided to splash some sand into a car which was moving nearby the driver got angry and came to report to my parents
fear,watching a horror film
fear,when armed robbers broke into our house at night
fear,being alone at night
fear,i was less than 10 years old when our neighbour 's dog chased me to the roof of a small shed and there seemed to be no hope of getting away from there
fear,i was living with my brother and one day he went away on business and i was left alone to look after the house and the property at night thieves came and wanted to break into the house
fear,before an examination
fear,"after seeing a horror film omen i could not sleep at night even though i closed my eyes the last scene of the film kept coming back to me , i seemed to hear the girls in the film shouting at the devil the devil did not have any expression on his face and i thought that he would choose me"
fear,when i thought that i had failed the examination
fear,as we were going to area 10 a dog chased me i was afraid it might bite me
fear,when they tried to rob me
fear,watching a horror film
fear,"when at school , i threw a duster at another child and hit him in the head the blow caused a flesh wound and i was afraid of what would happen to me when the teacher found out the circumstances"
fear,during labour when the foetal sounds became faint and there was a big alert for a forceps delivery
fear,when i entered the dissecting room for the anatomy class and saw several dead bodies lying on the benches
fear,not applicable to myself
fear,car accident nearly occurred between us and drunk driver coming in opposite direction it missed us by approx 1 m and collided \( after rolling twice midair \) into nearby scrub
fear,when my friend was involved in a car accident
fear,i was afraid when my mother left me alone to live in our house for one month
fear,being driven by friend who suddenly swerved and skidded a little it was night and on a long trip we ended up on side of road
fear,before one of my final exams of the third year natural sciences
fear,when my brother was very late in arriving home from work
fear,"when i dream of anything terrifying i used to have fear for the rest of the day that the dream might come true e g , being beaten \( or eaten \? \) by a snake"
fear,movement in bush late at night while camping
fear,"when my mother threatened me with thrushing me of the stairs , when i once more should make a comment"
fear,when a guy chased me when i was out jogging
fear,"it so happened that while staying at anaunt 's place i discovered that i was afraid of sleeping in pitch darkness the room which my sister and i were sharing had no light , and i would refuse to sleep without having the light of the adjoining bathroom switched on"
fear,watching a horror movie with friends
fear,"in a rather important exam , when they caught me red handed copying"
fear,i feared that my dog 's eye was infected too much he had played around in the weeds and a foxtail had gotten under his eyelid i took him to the vet and i feared that he may go blind because of the foxtail
fear,"while drinking a soft drink , i had the impression of swallowing a piece of glass so i went to the district hospital and got admitted there"
fear,"every time i imagine that someone i love or i could contact a serious illness , even death"
fear,on a dark night i felt that there were several people near me and i did not know who they were
fear,every time i meet a certain dog that has once bitten me
fear,"a maori language oral test , yeaterday although i had studied intensely once in the examiners room i blew it i was so nervous i could n't reply easily it was very important , but i got only blankness"
fear,i was sexually assaulted one night by a stranger
fear,we were in the country and i walked away from the others one night suddenly something moved sharply in front of me and i was not able to see what it was
fear,last summer in italy i was attacked by a dog it was terrible to feel that untidy dirty dog against my naked skin
fear,"i work at a day care centre , and one day when the children were outdoors a four year old boy disappeared from the yard i was not looking after them then , but as the manager it was me who was responsible"
fear,"motorcyclistic accident where for some minutes i did n't know if i was alive or dead , i remained cold levered during the situation but felt great fear"
fear,when i almost walked on a snake
fear,"a rainy day , i was cycling downhill and a car door suddenly opened and while trying to avoid it the back wheels of my bike got caught in the tram tracks i somersaulted but had no injuries"
fear,"the night before my wife had given birth to our twins i felt fear in the hospital yard , i feared if everything was going to be in order"
fear,when i saw a ghost
fear,i was terrified during an axcursion in italy i was lost and left alone in this unfamiliar country
fear,"as a passenger in a vehicle travelling from the steep side of arthur 's pass in the middle of a sleet storm , icy roads , sheer chasms to one side , sheer face to the other"
fear,anatomy lesson and told we have to do it at night sometimes
fear,"i felt a physical fear , if i can call it this way , today , in the bus where i was sitting on the first seat while turning the driver did n't see the tram which was making a dash towards us \( coming from the side i was \) , and whose driver intended to cross in yellow light"
fear,when i was walking on a fairly out of the way street
fear,"climbing a mountain to see a view , towards the top we suddenly came across a ledge with a nearly sheer drop on either side , which i had to cross"
fear,every time i see a spider or a snake
fear,"one day when i was a little boy , my friends asked me to play with them outside and to catch some boys however our parents did not know that we were out and when i got home it was very late and i feared being scolded by my parents"
fear,"when my sister had the still born child , she was emotionally very deep down , and it took her a long time to recover"
fear,when i found out that my father had lung cancer and they did not know how long he would live
fear,"when i had left my home , my father , under false pretences , got me in his car and drove home where we were all alone he was seethed with rage because i withrew from his authority he hit me , kicked me and threatened me"
fear,"when i was 7 8 years old , i woke up one night and found myself alone at home my mother had gone out to buy cigarattes from a machine"
fear,the same situation as with sadness i was afraid about what my parents would further do to distroy my relationship
fear,when approached by a gang of youths in town at night
fear,when my b a results had not come
fear,"i caught a huge eel on a fishing line which i had pulled into the boat i cut the line and threw the whole lot back into the water later that day and about ten miles away i went swimming and someone made the comment wondering how far eels could swim , i abruptly ended swimming for fear at an unseen eel for a few days until we had left the district"
fear,every time i went home with my school report
fear,when i was treated improperly by someone
fear,my best frieend left school recently the next day the weather turned bad suddenly and the male class mates turned off the lights i remained on the table and was scared
fear,i was alone in my room at the boarding house when at 12 o'clock someone knocked violently on the door
fear,"when i had to talk to some strangers , from whom i was expecting a negative answer"
fear,when i was travelling home by bus and suddenly the bus hit and the bus leaned against a wall
fear,someone knocked on the door when i was alone at home \( though there was a door bell \) i looked through the peep hole but it had been covered i called my sister but she could not help me as she was hundreds of kilometres away
fear,i was driving and a deer suddenly appeared in front of the car when there was a lot of traffic behind me
fear,i experienced it once when we were on a drive our car passed by the one comming from the opposite direction at an incredibly small distance
fear,"when i was walking on the street , a group of drunk , bawling young people approached"
fear,staying in a relative 's house which was broken in before
fear,it was when i stepped on a python \( snake \) unknowingly while it was sleeping near a baobab tree
fear,when i was cycling past a parked car someone opened the door and nearly pushed me off my bike and into the traffic
fear,a truck \( big one \) nearly mowed me off the road \( i was driving a small lazer \)
fear,while trying to board a train i missed the footsteps and fell down on the platform
fear,"i was in about grade 7 , i came home from school one day and was told that my mother had skin cancer and would have to go to the hospital straight away"
fear,when i was going to take the practical exams
fear,"when i was on a cave excursion with friends , i suddenly lost them and was afraid of losing my way in the cave"
fear,confronted outside a party by some very nasty character gesturing to a car full of mean acting friends felt in danger
fear,i was within a hair 's breadth of knocking down a drunkard who suddenly ran into the street the fear came later when i realized what could have happened
fear,"almost crashing my car , something which could have led to great problems"
fear,"when i was working in delhi , i had gone alone to see the hostel where i would be residing"
fear,"i was at home alone , and heard noises on the roof , and doorknobs , and drawers"
fear,my husband suddenly fell ill seriously and during the medical examinations we did not know what would follow
fear,i had an important amount of money with me and felt fear of being assaulted
fear,"i was visiting my parents in law when the house was invaded by three strange men , and they committed an armed assault"
fear,"when , as a child , i was nearly knocked down by a car"
fear,i got lost in a foreign town i did not know the language of that country and it took me hours to meet my friends again
fear,when i slept for the first time all alone in the house where i live now a man phoned me at 2 00 am he wanted something from me i was afraid
fear,"i was escorting a relative on a bike , we passed by a dark road with bushas on each side half way down this road , suddenly , we saw a white dog appear from one side before we could do anything , it had vanished and moreover it did not seem to have any legs"
fear,i imagined i heard footsteps up the hall while sleeping in bed one night by myself in the house
fear,"my mother had fallen down from a ladder when she had been gathering cherries her back was hurt just when i arrived , i saw people of the life saving service giving her medical care"
fear,walking along with a dog barking at you and following you
fear,before examination
fear,when i walk through streets late at night this is because i and my friends were attacked one night without any reason for it
fear,a fear of lack of personal powers
fear,when the relationship with my first girlfriend broke up and i realized it too late
fear,i was walking along a subway when i saw a group of louts i was rather afraid because i was alone
fear,"i was skiing with friends and they wanted to ski jump i did not want to be left behind , so i braced myself and followed them"
fear,the day the results of the certificate exam came out i went to school and at first i did not feel frightened by the time i reached the fourth floor \( the results were being given on the fifth floor \) i found it difficult to walk and felt that i would die
fear,one day i went to the cinema to see a film in which i was interested on arriving there i saw a long queue \( which i had not expected \) and went back home without seeing the film
fear,once as a child i dreamed of a fire since that time i had n't wanted to sleep in that bed and had feared the night darkness \( and so it is now \)
fear,i had gone to the hospital for my research and got late in reaching home i feared that when i reached home there would be a quarrel because of my being late
fear,"my boyfriend hinted over the phone about wanting to be free he thus did not say it point blank , silence followed"
fear,"i thought that i would be scolded for a comment i had made , which i should not have made"
fear,when i am out in the dark and a suspicious looking character comes towards me
fear,"i lived alone in a repulsive area in the city of rotterdam i was annoyed , heard a lot of burglary and assaults especially in the evening and the night i frequently felt anxious"
fear,almost always when i go to fetch the results of an exam
fear,a workmate and i had been antagonistic with each other for some weeks he had reacted violently to my criticisms of his work standards
fear,"after seeing a terror movie at the cinema , i was so scared that i could n't even drive the car into the garage i often thought about the film afterwards , hoping such things could n't exist in the real world"
fear,i felt fear when my mother was heavily ill
fear,"my father was away from home and he did not come back when he was expected , he came back several hours later than expected"
fear,"when i had to give a speech about some historical event , to an audiece of about 200 people my own age whom i did not know"
fear,"when i was at home alone , i felt a super natural force , dangerous for me and the people close to me"
fear,i had fear of my father \( parents \) when i first became pregnant i was afraid of delivery itself and whether i would give birth to a stiiborn or a baby
fear,"i turned the knob of my granny 's two band radio and did not hear any broadcast , what ! have i broken the knob \? how much does it cost \? what if the spare part is not available \? i did not know how to tune a radio"
fear,i was very scared at the time of the ty b sc examination as i had decided to get 1st class results i was afraid thinking of how the papers would be
fear,i was walking through a thick forest and there was a big snake at a distance of about four metres
fear,when i was bringing in the shopping and nearly stood on a snake
fear,"during a demonstration i climbed up the closed central door of a bus when the bus stopped i had to go back to the same place , afraid that the police would see me"
fear,when i was convinced that someonne had broken into my flat and i woke up and heard sounds that frightened me
fear,when i entered the operation theatre and underwent a difficult operation
fear,on the way down a ski slope which was difficult and steep
fear,"when i was a kid , i always opened the door to greet my father when he came back from work one day it so happened that his hair was scattered due to over crowding in the train , and when i opened the door as usual i saw something else i was so scared that i could not talk"
fear,when i got lost in new york city a late friday night with a friend of mine
fear,when someone close to me is travelling by car and is delayed
fear,"i was alone at home , in bed reading a womens' magazine in which there were storiees of paranormal experiences my leg was itching and i stretched my hand to scratch and i felt another strange hand \( later i realized that it was the corner of the blanket \)"
fear,being harrassed for being gay suggestions of being physically beaten acting as informal bouncer in a gay bar
fear,"when i received the higher level exam results , i mistook the grade e in mathematics for a grade f and i was shocked"
fear,my parents were out and i was the eldest at home at midnight a male stranger phoned us and spoke to me in a rough language i hung up and heard someone walking outside our door
fear,"at school , i had acted against the will of the group , and the next day they promised to take revenge on me"
fear,during a football game i made an offence towards an acquaintance later on this acquaintance also tackeled me and the game became very rude
fear,"when my father suffered with dizziness he had to be hospitalized , because the physician did n't know what was wrong because his stools were black , i thought it could be cancer"
fear,taking a chemistry midterm
fear,"once when i crossed the street , and was nearly trampled by a car"
anger,when i was charmed by my relatives
anger,when someone does not listen to me after having asked me to repeat what i said this happened more than one time with the same person
anger,"my little niece , who is very talkative , suddenly became very naughty and began wetting her pants she did it one afternoon"
anger,somebody took my wristwatch and promised to have it mended and later was telling me that he could n't give it back to me because i was rude at a certain time
anger,"i was rushing home from school because there was a 49er game that night i got into a non injury accident , which was all my fault , but destroyed the front of my car the truck i hit was undamaged"
anger,when a friend tried to back bite me on false grounds this made me wonder if he was a really a good friend
anger,"a friend of mine ridiculed me , telling me that i would never accomplish anything i felt that he had interfered with my life"
anger,"with the job appointments committee when the headmaster in charge explained that a male teacher was more suitable for the particular post i had more years of service than the male teacher , but this was not taken into consideration i could have been given a less attractive job if things had gone the way the headmaster wanted"
anger,my elder brother often criticizes my mother 's cooking once he did it very impolitely and lost his temper this made all of us very sad i was very angry and i scolded him he asked me not to interfere with what was his buisness
anger,falling in love although she is my friend \( angry with myself \)
anger,"when , late at night , i discovered that they had stolen my bike"
anger,i caught a peeping tom at my window when i was getting undressed
anger,"at one of my close friends saying she did n't like the way i am nice to people i do n't know , or who have been nasty to me"
anger,"in the student 's union there was someone who took the photocopies of two large volumes i asked him to let me take a few , he refused it for an acceptable reason"
anger,"a quarrel with my mother because i thought she said very unreasonable things about me , that hit me strongly"
anger,it was when my friend had stolen my money \( k10 \) and had disappeared
anger,when my friends tried to discriminate against my friendship with certain other friends which they thought was improper
anger,"at the hardware store , trying to convert imperial to metric measurements , i made a mistake , and did n't buy enough tiles for the bathroom i was angry at myself , because i hope to be a maths teacher"
anger,when boyfriend lied to me
anger,some noisy guests arrived at the hotel i had been slightly irritated earlier at night when i was trying to sleep they were having a party so i went and yelled at them i wanted to sleep as i had to get up early the next day
anger,"a time when , as part of my work , i was sent out actually sort of volunteered to run an errand for someone who had no authority to send me out and the address was very far especially on foot and turned out to be incorrect too the whole trip was a waste"
anger,i was very angry one day when my husband ignored me and slept on a separate bed he had no reasons to doubt me or to neglect me and i had never imagined that he could do such a thing
anger,i had not eaten anything for 2 days to be able to pay the fine for my fianct but he stayed in another town and spent one thousand shillings in the restaurant during the same time
anger,"at a restaurant i observed how the gypsies tried to get money by cheating the foreigners i e non swedish speaking my anger had nothing to do with hatred against foreigners , but it was an expression of the anger i feel when i see people being used"
